postid,lang,EventYear,postdate,articleid,Existing,TimeToFirstEdit,Topic,EventLocation,Edits30ByAll,Edits30ByRegistered,UniqueEditors30,UniqueRegEditors30,GiniEditCount,GiniEditSize,EditsSize30,EditsSizeReg,EditsSize30log,Gini_noIP,Gini
2277,zh,2016,7/13/16,2966392,1,0,3,English,122,117,31,27,0.100178044, ,52950,52870,10.87710335,0.3,0.206060606
2277,es,2016,7/13/16,6852550,1,0,3,English,103,72,33,19,0.156188142, ,3665,3294,8.206583614,0.541666667,0.35
2278,en,2016,7/13/16,48010380,1,0,3,English,87,60,46,32,0.357213635, ,0,-27684,0,0.467672678,0
2278,zh,2016,7/13/16,5378081,1,0,3,English,3,3,1,0,0, ,30,30,3.401197382,0.541666667,0.166666667
2278,es,2016,7/13/16,8460370,0, ,3,English,0,0,0,0, , ,0,0,0,0,0.35
2280,en,2016,7/10/16,37747170,1,0,3,English,404,352,78,50,0.054906032, ,8744,9386,9.07612303,0.467672678,0.768776371
2280,zh,2016,7/10/16,5303670,1,0,3,English,4,3,4,3,1.045454545, ,67,23,4.204692619,0.541666667,0.166666667
2280,es,2016,7/10/16,7473092,1,0,3,English,11,9,2,1,0.091134113, ,8166,8042,9.007734472,0.574034767,0.35
2281,en,2016,7/10/16,7932564,1,0,4,Others,183,135,96,60,0.314089275, ,8886,7685,9.092232283,0.574034767,0.35
2281,ar,2016,7/10/16,705427,1,0,4,Others,35,30,16,12,0.28322118, ,1016,1033,6.923628628,0.607231699,0.560214791
2281,zh,2016,7/10/16,866277,1,0,4,Others,37,27,19,12,0.341968453, ,8696,7470,9.070618429,0.238636364,0.256410256
2281,es,2016,7/10/16,2201012,1,0,4,Others,239,144,89,34,0.192246389, ,10750,11104,9.282661034,0.4,0.346153846
2282,en,2016,7/10/16,48809245,1,0,4,Others,223,153,82,50,0.180685506, ,23914,25278,10.08221934,0.467672678,0
2282,ar,2016,7/10/16,3190260,1,0,4,Others,28,27,7,6,0.128466771, ,7480,7483,8.919988071,0.3,0.444444444
2282,zh,2016,7/10/16,5363038,1,0,4,Others,39,37,10,9,0.157058753, ,10301,10292,9.239996257,0.541666667,0.166666667
2282,es,2016,7/10/16,7455985,1,0,4,Others,44,41,6,4,0.064151503, ,1651,1651,7.409136444,0.574034767,0.35
2283,en,2016,7/9/16,510807,1,0,2,US,42,38,24,22,0.411281179, ,2397,2229,7.781973234,0.607231699,0.560214791
2283,zh,2016,7/9/16,6344748,0, ,2,US,0,0,0,0, , ,0,0,0,0.541666667,0.35
2283,es,2016,7/9/16,5270227,1,0,2,US,12,6,6,5,0.361319967, ,830,380,6.721425701,0.541666667,0.166666667
2284,en,2016,7/8/16,1224343,1,0,2,English,399,335,120,82,0.116759774, ,9030,23356,9.108307646,0.461538462,0.461538462
2284,ar,2016,7/8/16,3221369,0,1,2,English,11,11,8,7,0.632231405, ,66,66,4.189654742,0.3,0.444444444
2284,zh,2016,7/8/16,5426842,0, ,2,English,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
2284,es,2016,7/8/16,7480974,0,0,2,English,22,14,6,4,0.218319559, ,636,150,6.455198563,0.574034767,0.35
2285,en,2016,7/8/16,51023843,0,0,1,Chinese,70,56,40,31,0.379061224, ,9277,8505,9.135293498,0.467672678,0
2285,ar,2016,7/8/16,3221781,0,1,1,Chinese,6,6,6,5,1.058479532, ,169,169,5.129898715,0.3,0.444444444
2285,zh,2016,7/8/16,5381351,0,0,1,Chinese,57,55,14,12,0.119056413, ,18924,18893,9.848186237,0.541666667,0.166666667
2286,en,2016,7/8/16,51022892,0,0,5,US,1768,1649,298,227,0.046349251, ,87045,87913,11.37418051,0.467672678,0
2286,ar,2016,7/8/16,3220346,0,0,5,US,50,48,15,14,0.165889855, ,14785,14791,9.601368432,0.3,0.444444444
2286,zh,2016,7/8/16,5383019,0,0,5,US,69,65,16,14,0.091772437, ,43955,43734,10.69092166,0.541666667,0.166666667
2286,es,2016,7/8/16,7482359,0,1,5,US,14,12,6,5,0.382693462, ,54349,54280,10.90318149,0.574034767,0.35
2287,en,2016,7/5/16,21962612,1,0,2,English,84,81,22,19,0.100179419, ,6164,6001,8.726481196,0.467672678,0.515384615
2287,ar,2016,7/5/16,3219922,0,2,2,English,5,5,4,3,0.722380952, ,0,-57,0,0.3,0.444444444
2288,en,2016,7/4/16,1978851,1,0,6,US,333,242,172,105,0.148176704, ,8627,23667,9.062652099,0.4,0.346153846
2288,ar,2016,7/4/16,1102321,1,1,6,US,49,29,28,13,0.169048472, ,4477,4479,8.406708458,0.461538462,0.461538462
2288,zh,2016,7/4/16,113209,1,0,6,US,71,50,39,22,0.204841816, ,2656,2596,7.884576511,0.631944444,0.541262136
2288,es,2016,7/4/16,997398,1,0,6,US,108,58,54,21,0.185422969, ,30,3309,3.401197382,0.614864865,0.652631579
2289,en,2016,7/4/16,50995375,0,0,5,Arabic,148,51,49,29,0.154411458, ,10401,3102,9.249657234,0.467672678,0
2289,ar,2016,7/4/16,3217755,0,0,5,Arabic,131,122,29,25,0.104825865, ,37539,37511,10.53313567,0.3,0.444444444
2289,zh,2016,7/4/16,5379949,0,1,5,Arabic,12,9,7,6,0.486674174, ,333,105,5.80814249,0.541666667,0.166666667
2293,en,2016,7/1/16,48692040,1,0,3,Others,84,63,44,35,0.089123205, ,7434,4723,8.913819351,0.467672678,0
2293,zh,2016,7/1/16,5265129,1,0,3,Others,8,7,6,5,0.135259027, ,4965,4923,8.510168576,0.541666667,0.166666667
2293,es,2016,7/1/16,7416423,1,0,3,Others,7,6,2,1,0.123765693, ,2120,2128,7.659171368,0.574034767,0.35
2294,en,2016,8/31/16,48793876,1,0,3,Others,44,41,10,7,0.10596222, ,12211,12208,9.410092464,0.467672678,0
2294,ar,2016,8/31/16,3271943,0,1,3,Others,4,4,4,3,1.025, ,42,42,3.737669618,0.3,0.444444444
2294,zh,2016,8/31/16,5420158,1,0,3,Others,10,10,3,2,0.242272727, ,4744,4744,8.464635941,0.541666667,0.166666667
2294,es,2016,8/31/16,7885708,0, ,3,Others,0,0,0,0, , ,0,0,0,0.574034767,0.35
2295,en,2016,8/31/16,19179706,1,0,1,Others,46,38,21,16,0.157743869, ,1018,736,6.925595197,0.296875,0.515384615
2295,ar,2016,8/31/16,1564609,1, ,1,Others,0,0,0,0,0.503759398, ,0,0,0,0.482544237,0.461900816
2295,zh,2016,8/31/16,539820,1, ,1,Others,0,0,0,0,0.75, ,0,0,0,0.607231699,0.560214791
2295,es,2016,8/31/16,346375,1,22,1,Others,1,1,1,0,0.454081633, ,0,0,0,0.414545455,0.391625616
2296,en,2016,8/31/16,4254649,1,0,1,Others,123,101,60,44,0.296466078, ,5744,16857,8.655911111,0.433333333,0.166666667
2296,es,2016,8/31/16,1651938,1, ,1,Others,0,0,0,0, , ,0,0,0,0.357226792,0.316166761
2297,en,2016,8/31/16,7977772,1,0,2,Others,130,76,67,42,0.141480243, ,1986,366,7.593877845,0.574034767,0.35
2297,ar,2016,8/31/16,936431,1,1,2,Others,4,4,4,3,0.562695667, ,35,35,3.555348061,0.238636364,0.256410256
2297,zh,2016,8/31/16,1431907,1,0,2,Others,7,7,4,3,0.241386877, ,365,365,5.899897354,0.482544237,0.461900816
2297,es,2016,8/31/16,2060592,1,0,2,Others,35,17,19,8,0.232007227, ,609,-57,6.411818268,0.4,0.346153846
2298,en,2016,8/31/16,50045435,1,0,2,Others,106,90,37,27,0.162621786, ,14920,13561,9.610457874,0.467672678,0
2298,ar,2016,8/31/16,3164444,1,12,2,Others,2,2,2,1,0.541666667, ,0,0,0,0.3,0.444444444
2298,es,2016,8/31/16,7379526,1,0,2,Others,12,9,9,8,0.653563941, ,649,647,6.475432717,0.574034767,0.35
2299,en,2016,8/30/16,73757,1,0,2,Others,87,62,45,30,0.33412604, ,1051,-250,6.957497371,0.631944444,0.541262136
2299,ar,2016,8/30/16,1448600,1,1,2,Others,2,2,1,0,0, ,0,-13,0,0.482544237,0.461900816
2299,zh,2016,8/30/16,898519,1,2,2,Others,3,3,1,0,0, ,206,206,5.327876169,0.238636364,0.256410256
2299,es,2016,8/30/16,3621086,1,1,2,Others,13,7,10,6,0.698548058, ,314,228,5.749392986,0.433333333,0.166666667
2300,en,2016,8/28/16,355574,1,0,2,Spanish,380,304,124,71,0.133983883, ,21771,31600,9.988334088,0.414545455,0.391625616
2300,ar,2016,8/28/16,3269128,0,1,2,Spanish,22,22,7,6,0.174749891, ,14371,14371,9.572967566,0.3,0.444444444
2300,es,2016,8/28/16,139630,1,0,2,Spanish,238,219,78,66,0.172703664, ,0,-13800,0,0.14,0.201515152
2301,en,2016,8/28/16,1857628,1,1,1,Spanish,38,24,27,17,0.558500693, ,1947,1440,7.574045005,0,0.346153846
2301,ar,2016,8/28/16,2900077,1, ,1,Spanish,0,0,0,0, , ,0,0,0,0.3,0.346153846
2301,zh,2016,8/28/16,5672322,0, ,1,Spanish,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
2301,es,2016,8/28/16,5676435,1,2,1,Spanish,80,34,27,10,0.173043478, ,0,-3505,0,0.541666667,0.166666667
2303,en,2016,8/26/16,19186935,1,0,4,Others,127,85,77,54,0.423026846, ,486,3009,6.186208624,0.296875,0.515384615
2303,ar,2016,8/26/16,3092736,1,0,4,Others,23,20,11,8,0.312576448, ,3653,2204,8.203304027,0.3,0.206060606
2303,zh,2016,8/26/16,4135387,1,1,4,Others,17,17,7,6,0.309845863, ,2691,2691,7.897668151,0.433333333,0.166666667
2303,es,2016,8/26/16,7548468,0,3,4,Others,22,20,3,2,0.099531464, ,4639,4616,8.442254105,0.574034767,0.35
2304,en,2016,8/26/16,5574200,1,0,4,US,47,40,30,23,0.477314817, ,0,-2806,0,0.541666667,0.166666667
2304,ar,2016,8/26/16,1523443,1,5,4,US,2,2,2,1,0.53125, ,1277,1277,7.152268856,0.482544237,0.461900816
2304,zh,2016,8/26/16,1358898,1,3,4,US,1,1,1,0,0, ,0,0,0,0.461538462,0.461538462
2304,es,2016,8/26/16,4166513,1,2,4,US,16,15,5,4,0.259142287, ,460,484,6.131226489,0.433333333,0.166666667
2306,en,2016,8/25/16,1245190,1,0,2,Others,121,93,34,24,0.120633836, ,10739,6206,9.281637254,0.461538462,0.461538462
2306,ar,2016,8/25/16,3265988,0,0,2,Others,5,5,5,4,1.044651163, ,251,251,5.525452939,0.3,0.444444444
2306,zh,2016,8/25/16,5426731,0,1,2,Others,43,42,4,3,0.051768524, ,9750,9375,9.185022564,0.541666667,0.166666667
2306,es,2016,8/25/16,6301757,1,0,2,Others,25,19,9,6,0.26057931, ,2196,2080,7.694392803,0.541666667,0.35
2307,en,2016,8/24/16,51313762,1,0,1,Others,648,573,145,104,0.076850899, ,28317,20132,10.25121761,0.467672678,0
2307,ar,2016,8/24/16,3265610,0,1,1,Others,29,29,10,9,0.22424713, ,7002,7002,8.853951102,0.3,0.444444444
2307,zh,2016,8/24/16,5425597,0,1,1,Others,49,49,5,4,0.070116618, ,1085,1085,6.989335266,0.541666667,0.166666667
2307,es,2016,8/24/16,7540126,0,0,1,Others,140,123,32,24,0.083684492, ,10354,10304,9.245128197,0.574034767,0.35
2310,en,2016,8/23/16,7890418,1,0,6,Others,72,67,27,23,0.20127866, ,4264,4129,8.357962966,0.574034767,0.35
2310,es,2016,8/23/16,7560986,0,14,6,Others,10,10,1,0,0, ,121,121,4.795790546,0.574034767,0.35
2311,en,2016,8/22/16,286847,1,0,2,Chinese,195,141,75,41,0.188389218, ,23158,24823,10.05009557,0.10598161,0.129888028
2311,ar,2016,8/22/16,814076,1,0,2,Chinese,2,2,2,1,0.503289474, ,33,33,3.496507561,0.238636364,0.256410256
2311,zh,2016,8/22/16,28084,1,0,2,Chinese,21,16,8,5,0.302721088, ,3444,3571,8.144388866,0,0
2311,es,2016,8/22/16,76666,1,0,2,Chinese,6,3,4,3,0.556410256, ,214,186,5.365976015,0.631944444,0.541262136
2312,en,2016,8/22/16,1036172,1,0,2,Others,152,126,57,38,0.175294321, ,18516,17891,9.826390502,0.614864865,0.652631579
2312,ar,2016,8/22/16,3263127,0,1,2,Others,5,5,4,3,0.727407407, ,71,71,4.262679877,0.3,0.444444444
2312,es,2016,8/22/16,1052467,1,0,2,Others,19,13,10,7,0.420498615, ,1833,1288,7.513709248,0.158730159,0.158730159
2313,en,2016,8/21/16,51233941,1,0,6,Others,156,118,35,23,0.09852071, ,76577,390728,11.24605205,0.467672678,0
2313,ar,2016,8/21/16,3251912,1, ,6,Others,0,0,0,0, , ,0,0,0,0.3,0.444444444
2313,zh,2016,8/21/16,5408361,1,0,6,Others,27,27,2,1,0.074074074, ,12316,12316,9.418654509,0.541666667,0.166666667
2313,es,2016,8/21/16,7515053,1,0,6,Others,7,7,1,0,0, ,5263,5263,8.568456485,0.574034767,0.35
2314,en,2016,8/20/16,51376606,0,0,5,Others,248,229,71,57,0.115176415, ,13555,12944,9.514510762,0.467672678,0
2314,ar,2016,8/20/16,3261721,0,1,5,Others,10,10,2,1,0.10212766, ,1223,1223,7.109062136,0.3,0.444444444
2314,zh,2016,8/20/16,5422285,0,1,5,Others,47,43,7,6,0.099894372, ,13257,42340,9.492280994,0.541666667,0.166666667
2314,es,2016,8/20/16,7536887,0,2,5,Others,3,3,2,1,0.334677419, ,0,-11,0,0.574034767,0.35
2318,en,2016,8/17/16,333384,1,0,2,English,137,123,41,31,0.136694076, ,5519,5236,8.615951963,0.414545455,0.391625616
2318,ar,2016,8/17/16,3258712,0,0,2,English,1,1,1,0,0, ,0,0,0,0.3,0.444444444
2318,es,2016,8/17/16,1150070,1,0,2,English,18,11,10,6,0.530864198, ,0,-5694,0,0.461538462,0.461538462
2325,en,2016,8/16/16,579541,1,0,2,Others,80,62,32,22,0.2315625, ,2346,1767,7.760467029,0.607231699,0.560214791
2325,ar,2016,8/16/16,118776,1,0,2,Others,3,3,2,1,0.342592593, ,73,73,4.290459441,0.631944444,0.541262136
2325,zh,2016,8/16/16,540275,1,0,2,Others,11,10,4,3,0.265599174, ,263,263,5.572154032,0.607231699,0.560214791
2325,es,2016,8/16/16,337567,1,0,2,Others,36,22,20,10,0.399130191, ,1483,482,7.301822342,0.414545455,0.391625616
2326,en,2016,8/15/16,44244778,1,0,3,English,36,32,14,10,0.233591585, ,4582,4537,8.429890863,0.467672678,0
2326,zh,2016,8/15/16,5420201,0,4,3,English,4,4,3,2,0.65625, ,176,176,5.170483995,0.541666667,0.166666667
2326,es,2016,8/15/16,7536091,0,7,3,English,8,8,2,1,0.128472222, ,6449,6449,8.771680359,0.574034767,0.35
2327,en,2016,8/15/16,588766,1,1,6,US,49,39,15,7,0.160558101, ,1707,1123,7.442492723,0.607231699,0.560214791
2327,es,2016,8/15/16,589649,1,1,6,US,14,4,6,3,0.306427699, ,396,240,5.981414211,0.607231699,0.560214791
2328,en,2016,8/15/16,1151011,1,0,2,English,234,172,98,52,0.219464534, ,6619,1400,8.79769958,0.461538462,0.461538462
2328,ar,2016,8/15/16,2631673,1,0,2,English,6,4,4,2,0.562222222, ,36,1558,3.583518938,0.3,0.346153846
2328,es,2016,8/15/16,7526919,0,0,2,English,25,22,14,11,0.3892, ,1193,1194,7.084226422,0.574034767,0.35
2333,en,2016,8/11/16,1932067,1,0,1,Others,188,132,94,57,0.288689129, ,2794,86,7.93522954,0.4,0.346153846
2333,ar,2016,8/11/16,3254377,0,1,1,Others,14,14,7,6,0.43452381, ,1584,1584,7.367708572,0.3,0.444444444
2333,zh,2016,8/11/16,694430,1,1,1,Others,12,8,8,5,0.611554374, ,805,809,6.690842277,0.607231699,0.560214791
2333,es,2016,8/11/16,456093,1,0,1,Others,20,13,11,7,0.384166667, ,3642,1510,8.20028826,0.607231699,0.560214791
2336,en,2016,8/8/16,51274658,0,0,5,Arabic,98,87,43,34,0.237244898, ,5747,7821,8.656433259,0.467672678,0
2336,ar,2016,8/8/16,3251526,0,1,5,Arabic,12,12,6,5,0.373015873, ,1539,1539,7.338888134,0.3,0.444444444
2336,zh,2016,8/8/16,5415078,0,5,5,Arabic,14,14,4,3,0.259183673, ,4244,4244,8.3532615,0.541666667,0.166666667
2336,es,2016,8/8/16,7521723,0,3,5,Arabic,5,5,4,3,0.722040816, ,72,72,4.276666119,0.574034767,0.35
2338,en,2016,8/7/16,51229491,0,0,1,Spanish,173,136,71,40,0.192416497, ,30380,50269,10.32153978,0.467672678,0
2338,ar,2016,8/7/16,3250254,0,1,1,Spanish,4,4,4,3,1.001445087, ,185,185,5.220355825,0.3,0.444444444
2339,en,2016,8/7/16,51265648,0,0,5,Others,54,45,27,19,0.301298682, ,2617,2468,7.869783903,0.467672678,0
2339,ar,2016,8/7/16,3250043,0,1,5,Others,6,6,5,4,0.780864198, ,570,570,6.345636361,0.3,0.444444444
2340,en,2016,8/6/16,1277895,1,0,2,US,92,81,25,19,0.117143195, ,11011,10988,9.306650052,0.461538462,0.461538462
2340,es,2016,8/6/16,7518398,0,2,2,US,8,8,2,1,0.125452899, ,319,319,5.765191103,0.574034767,0.35
2341,en,2016,8/4/16,961522,1,0,4,Others,337,337,155,154,0.254250903, ,13181,13181,9.486531678,0.614864865,0.652631579
2341,ar,2016,8/4/16,240723,1,0,4,Others,42,33,25,18,0.392360901, ,0,-25781,0,0.10598161,0.129888028
2341,zh,2016,8/4/16,193057,1,0,4,Others,145,114,65,42,0.242732575, ,0,-25586,0,0.10598161,0.129888028
2341,es,2016,8/4/16,159376,1,0,4,Others,276,194,121,63,0.23288048, ,11289,13157,9.331584079,0.10598161,0.129888028
2342,en,2016,8/3/16,51235459,0,0,5,Arabic,419,304,161,93,0.189027908, ,16868,18857,9.733173615,0.467672678,0
2342,ar,2016,8/3/16,3245455,0,0,5,Arabic,48,48,11,10,0.091666667, ,6514,6514,8.781708986,0.3,0.444444444
2342,zh,2016,8/3/16,5406555,0,0,5,Arabic,40,27,23,15,0.403809666, ,2972,924,7.996990406,0.541666667,0.166666667
2342,es,2016,8/3/16,8364400,0, ,5,Arabic,0,0,0,0, , ,0,0,0,0,0.35
2344,en,2016,9/30/16,51813351,0,1,2,Arabic,74,72,9,8,0.043506652, ,7102,7113,8.868131714,0.467672678,0
2344,ar,2016,9/30/16,3296372,0,1,2,Arabic,14,14,6,5,0.286679537, ,506,506,6.226536669,0.3,0.444444444
2345,en,2016,9/30/16,179100,1,0,6,Others,70,60,28,22,0.107581921, ,13006,12761,9.473166068,0.10598161,0.129888028
2345,ar,2016,9/30/16,512462,1,22,6,Others,13,13,1,0,0.048764463, ,5919,5919,8.685922795,0.607231699,0.560214791
2345,zh,2016,9/30/16,555014,1,0,6,Others,9,7,7,5,0.054445221, ,324,303,5.780743516,0.607231699,0.560214791
2345,es,2016,9/30/16,37350,1,0,6,Others,10,5,9,5,0.163813459, ,683,182,6.52649486,0,0
2346,en,2016,9/30/16,480204,1,0,6,Others,34,23,20,11,0.468858131, ,2016,1938,7.608870629,0.607231699,0.560214791
2346,ar,2016,9/30/16,2189404,1, ,6,Others,0,0,0,0, , ,0,0,0,0.4,0.346153846
2346,zh,2016,9/30/16,1878744,1,1,6,Others,2,2,1,0,0, ,18,18,2.890371758,0.4,0.346153846
2346,es,2016,9/30/16,163278,1,1,6,Others,1,0,1,0,0, ,0,0,0,0.10598161,0.129888028
2348,en,2016,9/28/16,645202,1,0,2,US,142,117,31,21,0.081452093, ,0,-4540,0,0.607231699,0.560214791
2348,es,2016,9/28/16,4831464,1,1,2,US,5,5,4,3,0.721290323, ,0,-298,0,0.541666667,0.166666667
2350,en,2016,9/25/16,144839,1,0,2,English,155,140,25,18,0.047537603, ,11675,11471,9.365205083,0.14,0.201515152
2350,es,2016,9/25/16,774462,1,1,2,English,11,11,5,4,0.376033058, ,4876,4876,8.492080491,0.238636364,0.256410256
2351,en,2016,9/25/16,5989807,1,0,6,US,64,53,26,18,0.246427837, ,2037,1810,7.619233416,0.541666667,0.35
2351,es,2016,9/25/16,4895149,1,1,6,US,2,1,2,1,0.5078125, ,27,0,3.295836866,0.541666667,0.166666667
2352,en,2016,9/25/16,7647575,1,0,6,Chinese,107,63,56,34,0.306553173, ,6178,-7301,8.728749873,0.574034767,0.35
2352,ar,2016,9/25/16,3216704,1, ,6,Chinese,0,0,0,0, , ,0,0,0,0.3,0.444444444
2352,zh,2016,9/25/16,1173156,1,0,6,Chinese,19,9,7,3,0.287333165, ,142,606,4.955827058,0.461538462,0.461538462
2352,es,2016,9/25/16,7422399,1,5,6,Chinese,11,10,5,4,0.414072758, ,865,866,6.762729507,0.574034767,0.35
2355,en,2016,9/22/16,13307577,1,0,1,Others,11,7,8,4,0.63946281, ,0,-29,0,0.296875,0.515384615
2355,es,2016,9/22/16,8220410,0, ,1,Others,0,0,0,0, , ,0,0,0,0,0.35
2356,en,2016,9/18/16,51637390,0,0,2,Others,112,82,58,39,0.338826531, ,2784,2468,7.931644021,0.467672678,0
2356,ar,2016,9/18/16,3291365,0,6,2,Others,8,8,3,2,0.2890625, ,3042,3042,8.020270473,0.3,0.444444444
2356,es,2016,9/18/16,7576867,0,0,2,Others,16,10,14,8,0.828683036, ,2365,1842,7.768533301,0.574034767,0.35
2357,en,2016,9/17/16,3097536,1,1,2,US,50,36,33,21,0.484109091, ,1107,922,7.009408933,0.3,0.206060606
2357,es,2016,9/17/16,6011054,1,1,2,US,22,18,12,9,0.385812672, ,1082,187,6.986566459,0.541666667,0.35
2358,en,2016,9/17/16,48255634,1,0,4,Others,159,116,62,35,0.183131601, ,36017,45947,10.49174633,0.467672678,0
2358,es,2016,9/17/16,7240586,1,0,4,Others,30,27,4,2,0.083542977, ,15235,15209,9.631350691,0.574034767,0.35
2359,en,2016,9/14/16,36957252,1,0,4,Others,137,109,80,60,0.384821476, ,8445,18435,9.041329829,0.467672678,0.768776371
2359,ar,2016,9/14/16,1535133,1,1,4,Others,4,4,3,2,0.626824818, ,139,139,4.934473933,0.482544237,0.461900816
2359,zh,2016,9/14/16,5512339,0, ,4,Others,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
2364,en,2016,9/12/16,15746136,1,0,3,English,64,54,30,24,0.220161308, ,0,-459,0,0.296875,0.515384615
2364,ar,2016,9/12/16,2288571,1, ,3,English,0,0,0,0,0.386243386, ,0,0,0,0.4,0.346153846
2364,es,2016,9/12/16,2471286,1,1,3,English,3,0,1,0,0.204862273, ,0,0,0,0.3,0.346153846
2366,en,2016,9/9/16,4873682,1,0,2,English,64,63,23,22,0.177999206, ,5084,5070,8.533853632,0.541666667,0.166666667
2366,es,2016,9/9/16,4585812,1,0,2,English,5,5,5,4,1.043125, ,0,-19,0,0.511904762,0.166666667
2367,en,2016,9/9/16,34324421,1,0,2,English,59,52,23,16,0.1898736, ,2068,1803,7.634337236,0.467672678,0.768776371
2367,ar,2016,9/9/16,4949762,0, ,2,English,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
2368,en,2016,9/9/16,51554241,0,0,3,Others,312,252,142,100,0.250801282, ,13734,19248,9.527629789,0.467672678,0
2368,ar,2016,9/9/16,3279100,0,0,3,Others,20,20,11,10,0.370373134, ,8157,8157,9.006631733,0.3,0.444444444
2368,zh,2016,9/9/16,5451744,0,0,3,Others,134,133,13,12,0.028827223, ,24410,24414,10.10274816,0.541666667,0.166666667
2368,es,2016,9/9/16,7565849,0,0,3,Others,37,33,8,5,0.111116574, ,11962,1694,9.389490238,0.574034767,0.35
2370,en,2016,9/8/16,31883732,1,0,6,US,107,76,54,35,0.30804751, ,4079,4027,8.313607139,0.467672678,0.768776371
2370,ar,2016,9/8/16,2206042,1,0,6,US,4,4,3,2,0.635, ,1086,1086,6.9902565,0.4,0.346153846
2370,zh,2016,9/8/16,5453797,0,2,6,US,25,25,5,4,0.112266667, ,7465,7465,8.91798071,0.541666667,0.166666667
2370,es,2016,9/8/16,7183764,1,0,6,US,6,5,5,4,0.77933541, ,1213,1214,7.100851909,0.574034767,0.35
2371,en,2016,9/8/16,12717,1,0,1,Others,128,128,49,48,0.203369141, ,6769,6769,8.820108645,0,0
2371,zh,2016,9/8/16,118255,1,1,1,Others,4,3,4,3,1.25, ,0,-403,0,0.631944444,0.541262136
2371,es,2016,9/8/16,789746,1,1,1,Others,1,1,1,0,0, ,0,0,0,0.238636364,0.256410256
2372,en,2016,9/8/16,422932,1,0,2,English,55,41,24,17,0.263429752, ,4403,3662,8.390041406,0.607231699,0.560214791
2372,ar,2016,9/8/16,3279983,0,2,2,English,8,8,7,6,0.848214286, ,175,175,5.164785974,0.3,0.444444444
2372,es,2016,9/8/16,245602,1,0,2,English,15,10,9,6,0.498989899, ,1850,270,7.522940918,0.10598161,0.129888028
2375,en,2016,9/7/16,12090066,1,0,4,Others,176,162,71,64,0.205944387, ,1559,53162,7.351799869,0.296875,0.515384615
2375,ar,2016,9/7/16,2988748,1,0,4,Others,21,18,10,7,0.331336322, ,12827,12795,9.459307603,0.3,0.206060606
2375,zh,2016,9/7/16,1368348,1,0,4,Others,28,21,10,5,0.199326332, ,3764,3242,8.233237501,0.461538462,0.461538462
2375,es,2016,9/7/16,2952281,1,0,4,Others,103,59,61,20,0.375049935, ,13568,15309,9.515469358,0.3,0.206060606
2376,en,2016,9/4/16,12713,1,0,1,Chinese,33,33,19,18,0.443820018, ,1753,1753,7.469083885,0,0
2376,ar,2016,9/4/16,130793,1,2,1,Chinese,1,1,1,0,0, ,0,0,0,0.14,0.201515152
2376,zh,2016,9/4/16,308464,1,1,1,Chinese,6,6,5,4,0.779040404, ,0,-242,0,0.10598161,0.129888028
2376,es,2016,9/4/16,33393,1,1,1,Chinese,25,14,17,7,0.584, ,36,-313,3.583518938,0,0
2377,en,2016,9/4/16,347105,1,0,2,Others,212,212,84,83,0.193328241, ,3030,3030,8.016317899,0.414545455,0.391625616
2377,ar,2016,9/4/16,26537,1,0,2,Others,12,11,9,8,0.682070707, ,605,624,6.405228458,0,0
2377,zh,2016,9/4/16,57153,1,0,2,Others,55,48,20,14,0.211656011, ,3418,3315,8.136810864,0.631944444,0.541262136
2377,es,2016,9/4/16,8202,1,0,2,Others,132,101,52,33,0.242481635, ,3688,3610,8.212839585,0,0
2378,en,2016,9/2/16,51495723,0,0,5,English,221,158,78,51,0.161786527, ,19926,22257,9.899780691,0.467672678,0
2378,ar,2016,9/2/16,3644792,0, ,5,English,0,0,0,0, , ,0,0,0,0.433333333,0.166666667
2378,zh,2016,9/2/16,5435129,0,2,5,English,72,72,6,5,0.0398005, ,16725,16725,9.724659885,0.541666667,0.166666667
2380,en,2016,9/2/16,335230,1,0,2,Others,307,283,104,90,0.152106694, ,10394,8258,9.248983996,0.414545455,0.391625616
2380,ar,2016,9/2/16,818399,1,0,2,Others,52,47,20,16,0.201450526, ,6620,6480,8.797850649,0.238636364,0.256410256
2380,zh,2016,9/2/16,106534,1,0,2,Others,38,29,20,15,0.352531548, ,2718,1402,7.907651595,0.631944444,0.541262136
2380,es,2016,9/2/16,130859,1,0,2,Others,36,25,14,9,0.26243616, ,325,717,5.783825182,0.14,0.201515152
2385,en,2016,10/27/16,153174,1,1,2,US,72,68,24,22,0.168595679, ,7265,7269,8.890823576,0.10598161,0.129888028
2385,ar,2016,10/27/16,2972045,1,5,2,US,2,2,2,1,0.75, ,243,243,5.493061443,0.3,0.206060606
2385,zh,2016,10/27/16,3706089,1,4,2,US,2,2,2,1,0.5625, ,152,152,5.023880521,0.433333333,0.166666667
2386,en,2016,10/27/16,49021918,1,0,4,Arabic,31,25,23,17,0.604732724, ,79,-24,4.369447852,0.467672678,0
2386,ar,2016,10/27/16,3050044,1,0,4,Arabic,8,6,7,5,0.96875, ,228,209,5.429345629,0.3,0.206060606
2386,zh,2016,10/27/16,5496731,0,4,4,Arabic,1,1,1,0,0, ,0,0,0,0.541666667,0.166666667
