postid,lang,EventYear,postdate,articleid,Existing,TimeToFirstEdit,Topic,EventLocation,Edits30ByAll,Edits30ByRegistered,UniqueEditors30,UniqueRegEditors30,GiniEditCount,GiniEditSize,EditsSize30,EditsSizeReg,EditsSize30log,Gini_noIP,Gini
720,es,2013,2/7/13,5632482,0,1,5,English,1,1,1,0,0, ,0,0,0,0.541666667,0.166666667
722,en,2013,2/6/13,38437455,0,0,1,English,110,103,42,39,0.216592057, ,7142,6581,8.873748128,0.467672678,0
722,zh,2013,2/6/13,3402459,0, ,1,English,0,0,0,0, , ,0,0,0,0.433333333,0.266666667
722,es,2013,2/6/13,5628666,0,0,1,English,73,73,10,9,0.04853887, ,11150,11150,9.319194777,0.541666667,0.166666667
723,en,2013,2/5/13,336188,1,0,4,English,144,90,65,38,0.264178241, ,5624,345,8.634798433,0.414545455,0.391625616
723,es,2013,2/5/13,1535863,1,2,4,English,3,3,1,0,0, ,24,24,3.17805383,0.482544237,0.461900816
724,en,2013,2/5/13,102490,1,0,6,US,126,92,67,43,0.334656085, ,10939,9574,9.300089664,0.631944444,0.541262136
724,ar,2013,2/5/13,149699,1, ,6,US,0,0,0,0, , ,0,0,0,0.10598161,0.129888028
724,zh,2013,2/5/13,10220,1,0,6,US,7,7,6,5,0.817460317, ,0,-577,0,0,0
724,es,2013,2/5/13,136954,1,11,6,US,2,1,2,1,0.501228501, ,0,-20,0,0.14,0.201515152
725,en,2013,2/4/13,26284,1,0,1,English,407,279,211,120,0.305098431, ,5966,18670,8.693831965,0,0
725,ar,2013,2/4/13,643643,1,0,1,English,7,6,5,4,0.612517007, ,869,869,6.767343125,0.607231699,0.560214791
725,zh,2013,2/4/13,64593,1,0,1,English,44,40,19,15,0.237353947, ,1503,1615,7.31521839,0.631944444,0.541262136
725,es,2013,2/4/13,249636,1,0,1,English,29,17,15,9,0.354509937, ,1931,-3468,7.565793282,0.10598161,0.129888028
726,en,2013,2/4/13,4051607,1,0,4,US,525,481,199,173,0.193002098, ,41366,41689,10.63021457,0.433333333,0.166666667
726,zh,2013,2/4/13,3572082,0, ,4,US,0,0,0,0, , ,0,0,0,0.433333333,0.166666667
726,es,2013,2/4/13,5439696,1,0,4,US,64,54,16,10,0.109333147, ,10306,11060,9.240481529,0.541666667,0.166666667
728,en,2013,2/2/13,34271398,1,1,2,US,436,310,191,100,0.230813704, ,9338,5403,9.141847376,0.467672678,0.768776371
728,ar,2013,2/2/13,1564061,0,1,2,US,35,32,12,10,0.172222222, ,14131,13932,9.556126245,0.482544237,0.461900816
728,zh,2013,2/2/13,1839439,1,1,2,US,36,35,13,12,0.191203704, ,6257,6257,8.741456116,0,0.346153846
728,es,2013,2/2/13,5628271,0,4,2,US,20,16,14,11,0.575114679, ,1586,1777,7.368970402,0.541666667,0.166666667
729,en,2013,2/1/13,286846,1,0,5,Spanish,21,19,15,13,0.599773243, ,57,55,4.043051268,0.10598161,0.129888028
729,zh,2013,2/1/13,1257758,1,1,5,Spanish,2,2,2,1,0.53125, ,13,13,2.564949357,0.461538462,0.461538462
729,es,2013,2/1/13,5145514,1,0,5,Spanish,16,10,11,5,0.539254808, ,5549,204,8.62137301,0.541666667,0.166666667
730,en,2013,2/1/13,246297,1,0,2,US,325,237,136,89,0.221817526, ,17314,12032,9.759270702,0.10598161,0.129888028
730,ar,2013,2/1/13,3176805,0, ,2,US,0,0,0,0, , ,0,0,0,0.3,0.444444444
730,zh,2013,2/1/13,4676723,0, ,2,US,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
730,es,2013,2/1/13,3710731,1,0,2,US,21,17,14,12,0.549023397, ,2599,2319,7.862882035,0.433333333,0.166666667
731,en,2013,3/30/13,649883,1,0,2,US,176,132,69,37,0.1827795, ,7468,36803,8.918382505,0.607231699,0.560214791
731,es,2013,3/30/13,942871,1,0,2,US,18,14,13,9,0.603703704, ,3559,3546,8.177234886,0.614864865,0.652631579
732,en,2013,3/29/13,30899391,1,0,1,Others,76,54,46,33,0.437188366, ,2977,-3327,7.998671361,0.467672678,0.515384615
732,ar,2013,3/29/13,1635718,0,5,1,Others,5,5,3,2,0.505, ,233,233,5.451038454,0.357226792,0.316166761
732,es,2013,3/29/13,5713470,0,0,1,Others,8,6,5,4,0.595394737, ,154,148,5.036952602,0.541666667,0.166666667
736,en,2013,3/23/13,355478,1,0,2,Others,262,203,124,85,0.262898432, ,10958,11496,9.301825062,0.414545455,0.391625616
736,ar,2013,3/23/13,199159,1,0,2,Others,5,5,4,3,0.720763359, ,0,-96,0,0.10598161,0.129888028
736,zh,2013,3/23/13,526082,1,0,2,Others,5,5,4,3,0.7325, ,347,347,5.84932478,0.607231699,0.560214791
736,es,2013,3/23/13,1870269,1,0,2,Others,16,9,11,7,0.6484375, ,0,-42,0,0.4,0.346153846
737,en,2013,3/20/13,17412106,1,0,2,Others,39,26,28,18,0.587031558, ,1215,6748,7.102499356,0.296875,0.515384615
737,zh,2013,3/20/13,3197582,1,7,2,Others,1,1,1,0,0, ,0,0,0,0.3,0.444444444
737,es,2013,3/20/13,5164241,1,5,2,Others,2,2,1,0,0, ,7,7,1.945910149,0.541666667,0.166666667
739,en,2013,3/20/13,38894723,0,3,4,US,1,1,1,0,0, ,0,0,0,0.467672678,0
739,zh,2013,3/20/13,3248456,1,0,4,US,8,5,4,3,0.578125, ,232,13,5.446737372,0.3,0.444444444
740,en,2013,3/17/13,1265795,1,0,4,Others,99,81,41,27,0.210774411, ,2576,16303,7.853993087,0.461538462,0.461538462
740,ar,2013,3/17/13,1601240,0,1,4,Others,5,5,3,2,0.524878049, ,1593,1593,7.37337431,0.482544237,0.461900816
740,zh,2013,3/17/13,337184,1,0,4,Others,12,10,10,8,0.76879085, ,546,502,6.302618976,0.414545455,0.391625616
740,es,2013,3/17/13,450538,1,0,4,Others,17,14,10,8,0.457341582, ,902,326,6.80461452,0.607231699,0.560214791
742,en,2013,3/17/13,1311814,1,0,4,Others,41,35,20,14,0.329714456, ,3623,3161,8.195057691,0.461538462,0.461538462
742,es,2013,3/17/13,2406106,1,0,4,Others,4,4,2,1,0.375, ,1257,1257,7.136483209,0.4,0.346153846
743,en,2013,3/17/13,25418931,1,0,4,Others,6,5,5,4,0.786111111, ,672,270,6.510258341,0.467672678,0.515384615
743,es,2013,3/17/13,3150820,1,0,4,Others,2,2,2,1,0.583333333, ,2197,2197,7.694848072,0.3,0.444444444
744,en,2013,3/16/13,30652986,1,0,1,English,133,111,45,26,0.150545537, ,12029,103224,9.39507568,0.467672678,0.515384615
744,es,2013,3/16/13,4453894,1,0,1,English,20,18,7,5,0.23037594, ,2590,2557,7.859413155,0.511904762,0.166666667
745,en,2013,3/13/13,1160532,1,0,2,Others,33,30,24,21,0.593387323, ,1407,1149,7.249215057,0.461538462,0.461538462
745,zh,2013,3/13/13,96431,1,1,2,Others,7,4,7,4,1.064983888, ,477,390,6.167516491,0.631944444,0.541262136
745,es,2013,3/13/13,464217,1,1,2,Others,38,22,19,13,0.313816839, ,0,4772,0,0.607231699,0.560214791
746,en,2013,3/13/13,1687680,1,0,3,Others,2990,2988,632,630,0.066058651, ,125331,125601,11.73871352,0.357226792,0.316166761
746,ar,2013,3/13/13,1596701,0,0,3,Others,165,159,21,16,0.035420777, ,87820,87711,11.38304454,0.482544237,0.461900816
746,zh,2013,3/13/13,3378092,0,0,3,Others,386,274,69,49,0.061699722, ,11895,5937,9.383873423,0.3,0.266666667
746,es,2013,3/13/13,5688790,1,0,3,Others,1467,1423,253,213,0.05057541, ,84387,61505,11.34316864,0.541666667,0.166666667
749,en,2013,3/12/13,54137,1,0,4,Others,46,28,36,23,0.665170132, ,715,986,6.572282543,0.631944444,0.541262136
749,ar,2013,3/12/13,1601155,0,6,4,Others,6,6,2,1,0.333333333, ,1152,1152,7.049254841,0.482544237,0.461900816
749,zh,2013,3/12/13,309575,1,2,4,Others,4,4,3,2,0.75, ,0,0,0,0.10598161,0.129888028
749,es,2013,3/12/13,53075,1,4,4,Others,3,3,1,0,0, ,0,-37,0,0.631944444,0.541262136
752,en,2013,3/6/13,247414,1,0,1,Others,149,124,76,56,0.313094005, ,3381,922,8.125926803,0.10598161,0.129888028
752,ar,2013,3/6/13,994705,1,11,1,Others,1,1,1,0,0, ,0,0,0,0.614864865,0.652631579
752,zh,2013,3/6/13,697699,1,7,1,Others,1,1,1,0,0, ,0,0,0,0.607231699,0.560214791
752,es,2013,3/6/13,9043,1,2,1,Others,1,1,1,0,0, ,0,0,0,0,0
754,en,2013,3/5/13,48874,1,0,2,Spanish,447,440,184,178,0.211348445, ,9119,9118,9.118115428,0.631944444,0.541262136
754,ar,2013,3/5/13,18774,1,0,2,Spanish,67,51,36,22,0.333292468, ,4210,3189,8.345217927,0,0
754,zh,2013,3/5/13,325530,1,0,2,Spanish,84,58,41,29,0.289600869, ,0,-106,0,0.414545455,0.391625616
754,es,2013,3/5/13,8548,1,0,2,Spanish,210,209,87,86,0.219436153, ,5473,5481,8.607582191,0,0
756,en,2013,3/1/13,38554050,1,0,6,Chinese,722,472,220,91,0.124011096, ,40063,108236,10.59820849,0.467672678,0
756,zh,2013,3/1/13,3362058,0,1,6,Chinese,59,58,16,15,0.117260898, ,4440,4733,8.398409655,0.3,0.266666667
756,es,2013,3/1/13,5672433,0,2,6,Chinese,27,25,12,10,0.29360411, ,2332,2653,7.754481547,0.541666667,0.166666667
757,en,2013,4/30/13,20610449,1,0,1,Others,56,48,34,27,0.42735225, ,2286,2116,7.734558844,0.467672678,0.515384615
757,zh,2013,4/30/13,653058,1,2,1,Others,2,2,2,1,1, ,0,-62,0,0.607231699,0.560214791
757,es,2013,4/30/13,882655,1,2,1,Others,1,1,1,0,0, ,0,0,0,0.238636364,0.256410256
758,en,2013,4/30/13,100384,1,0,6,Others,317,203,187,110,0.39940423, ,3101,85107,8.039479919,0.631944444,0.541262136
758,ar,2013,4/30/13,489233,1,0,6,Others,24,24,5,4,0.161706349, ,2163,2163,7.679251426,0.607231699,0.560214791
758,zh,2013,4/30/13,148455,1,0,6,Others,41,22,22,11,0.389236151, ,9649,-1403,9.174609562,0.10598161,0.129888028
758,es,2013,4/30/13,177915,1,0,6,Others,134,77,52,29,0.198573365, ,6389,2037,8.762333041,0.10598161,0.129888028
759,en,2013,4/29/13,2159722,1,0,4,US,319,253,125,76,0.194956811, ,12596,25599,9.441134582,0.4,0.346153846
759,ar,2013,4/29/13,3194119,0, ,4,US,0,0,0,0, , ,0,0,0,0.3,0.444444444
759,zh,2013,4/29/13,1170517,1,0,4,US,9,6,7,5,0.716397693, ,904,868,6.80682936,0.461538462,0.461538462
759,es,2013,4/29/13,312532,1,0,4,US,21,14,14,8,0.53590325, ,310,134,5.736572297,0.10598161,0.129888028
760,en,2013,4/29/13,1172577,1,0,6,Others,77,69,38,30,0.288506587, ,4331,4349,8.373553741,0.461538462,0.461538462
760,ar,2013,4/29/13,1484545,1, ,6,Others,0,0,0,0, , ,0,0,0,0.482544237,0.461900816
760,zh,2013,4/29/13,525420,1,2,6,Others,6,6,4,3,0.557720058, ,407,407,6.008813185,0.607231699,0.560214791
760,es,2013,4/29/13,311624,1,1,6,Others,1,1,1,0,0, ,0,0,0,0.10598161,0.129888028
761,en,2013,4/27/13,35181555,1,0,3,Others,73,62,33,25,0.248603433, ,4131,73700,8.326274787,0.467672678,0.768776371
761,zh,2013,4/27/13,3441406,0,1,3,Others,9,7,5,3,0.450292398, ,3168,3157,8.060855753,0.433333333,0.266666667
761,es,2013,4/27/13,5802506,0,1,3,Others,19,18,4,3,0.128144803, ,359,359,5.883322388,0.541666667,0.166666667
762,en,2013,4/26/13,1447071,1,1,3,Arabic,26,18,20,13,0.645508338, ,207,5126,5.332718793,0.482544237,0.461900816
762,zh,2013,4/26/13,3445801,0,6,3,Arabic,11,11,5,4,0.31729634, ,5943,5943,8.689969335,0.433333333,0.266666667
764,en,2013,4/24/13,19540658,1,0,6,Arabic,114,98,58,43,0.289214095, ,9495,9428,9.158520623,0.467672678,0.515384615
764,ar,2013,4/24/13,653063,1,0,6,Arabic,28,26,11,9,0.238520408, ,4683,3576,8.451694209,0.607231699,0.560214791
764,zh,2013,4/24/13,3437986,0,2,6,Arabic,6,4,3,1,0.390350877, ,248,128,5.513428746,0.433333333,0.266666667
764,es,2013,4/24/13,1725017,1,0,6,Arabic,4,2,3,2,0.666666667, ,366,8,5.902633333,0.357226792,0.316166761
766,en,2013,4/24/13,1765716,1,0,3,Others,182,118,70,42,0.201485328, ,9258,11273,9.133243322,0,0.346153846
766,ar,2013,4/24/13,1824421,0, ,3,Others,0,0,0,0, , ,0,0,0,0,0.346153846
766,zh,2013,4/24/13,3443544,0,6,3,Others,13,13,3,2,0.179845795, ,207,207,5.332718793,0.433333333,0.266666667
766,es,2013,4/24/13,5797268,0,0,3,Others,33,30,12,9,0.226672318, ,7886,7762,8.972844314,0.541666667,0.166666667
769,en,2013,4/23/13,24962554,1,0,6,English,131,112,51,37,0.203193287, ,12283,11808,9.415971472,0.467672678,0.515384615
769,ar,2013,4/23/13,1298610,1, ,6,English,0,0,0,0, , ,0,0,0,0.461538462,0.461538462
769,zh,2013,4/23/13,3443366,0,7,6,English,39,38,7,6,0.076461348, ,44416,44411,10.70135504,0.433333333,0.266666667
771,en,2013,4/22/13,35810114,1,0,4,English,111,75,47,24,0.239834429, ,4144,-2555,8.329416784,0.467672678,0.768776371
771,zh,2013,4/22/13,2858386,1,1,4,English,8,8,1,0,0, ,3050,3050,8.02289687,0.3,0.346153846
772,en,2013,4/22/13,33069825,1,0,4,English,710,357,296,99,0.210173378, ,21945,67446,9.996294602,0.467672678,0.768776371
772,ar,2013,4/22/13,1432911,1,0,4,English,3,2,3,2,0.894097222, ,0,-25,0,0.482544237,0.461900816
772,zh,2013,4/22/13,1914155,1,0,4,English,64,61,9,6,0.065974994, ,3857,3842,8.257644958,0.4,0.346153846
772,es,2013,4/22/13,4622708,1,0,4,English,274,159,78,28,0.124012813, ,12137,11958,9.404013917,0.511904762,0.166666667
773,en,2013,4/21/13,13491108,1,0,5,US,76,60,40,28,0.339883426, ,4909,4719,8.498825534,0.296875,0.515384615
773,zh,2013,4/21/13,3434691,0,2,5,US,25,19,5,3,0.118926316, ,15445,15361,9.645040605,0.433333333,0.266666667
774,en,2013,4/21/13,35733933,1,0,3,Spanish,36,33,13,10,0.224633488, ,4087,3997,8.315566484,0.467672678,0.768776371
774,zh,2013,4/21/13,3435530,0,3,3,Spanish,24,22,7,6,0.168269231, ,10050,10033,9.215327913,0.433333333,0.266666667
774,es,2013,4/21/13,5272526,1,0,3,Spanish,26,24,13,12,0.364973702, ,7293,7293,8.894670263,0.541666667,0.166666667
775,en,2013,4/20/13,38462584,1,0,3,Others,82,50,42,23,0.314816111, ,0,-2639,0,0.467672678,0
775,zh,2013,4/20/13,3431657,0,0,3,Others,32,28,8,5,0.125381098, ,26686,26326,10.19189436,0.433333333,0.266666667
775,es,2013,4/20/13,8394475,0, ,3,Others,0,0,0,0, , ,0,0,0,0,0.35
777,en,2013,4/19/13,19116755,1,0,6,Others,71,63,37,29,0.33059131, ,7616,6967,8.938006576,0.296875,0.515384615
777,zh,2013,4/19/13,3430695,0,1,6,Others,17,15,10,8,0.416053414, ,6161,6153,8.725994381,0.433333333,0.266666667
779,en,2013,4/19/13,24260,1,0,2,English,139,87,66,38,0.288856684, ,1899,-28115,7.549082711,0,0
779,ar,2013,4/19/13,38122,1, ,2,English,0,0,0,0, , ,0,0,0,0,0
779,zh,2013,4/19/13,229906,1,0,2,English,15,14,3,2,0.162222222, ,649,667,6.475432717,0.10598161,0.129888028
779,es,2013,4/19/13,42959,1,15,2,English,1,0,1,0,0, ,0,0,0,0.631944444,0.541262136
786,en,2013,4/15/13,38722832,1,0,3,Spanish,227,165,85,44,0.176577826, ,24934,34759,10.12398761,0.467672678,0
786,ar,2013,4/15/13,2448584,0, ,3,Spanish,0,0,0,0, , ,0,0,0,0.3,0.346153846
786,zh,2013,4/15/13,3424537,0,0,3,Spanish,10,10,3,2,0.241136364, ,484,484,6.182084907,0.433333333,0.266666667
786,es,2013,4/15/13,5679282,1,0,3,Spanish,88,81,35,30,0.229388903, ,6672,6029,8.805674944,0.541666667,0.166666667
792,en,2013,4/12/13,420424,1,0,4,English,33,23,17,9,0.338216077, ,0,-1248,0,0.607231699,0.560214791
792,ar,2013,4/12/13,4304230,0, ,4,English,0,0,0,0, , ,0,0,0,0.433333333,0.166666667
793,en,2013,4/8/13,23013592,1,1,5,Arabic,13,12,4,3,0.103108622, ,3128,2833,8.048149102,0.467672678,0.515384615
793,zh,2013,4/8/13,3493683,0, ,5,Arabic,0,0,0,0,0.504807692, ,0,0,0,0.433333333,0.388888889
793,es,2013,4/8/13,5023867,1,7,5,Arabic,1,1,1,0,0.19087703, ,0,0,0,0.541666667,0.166666667
794,en,2013,4/8/13,19831,1,0,3,English,783,783,234,233,0.122811486, ,14525,14525,9.583626582,0,0
794,ar,2013,4/8/13,38085,1,0,3,English,35,23,22,12,0.463924096, ,6842,1261,8.830835366,0,0
794,zh,2013,4/8/13,5474,1,0,3,English,175,132,75,42,0.243599135, ,6405,8099,8.764834214,0,0
794,es,2013,4/8/13,53103,1,0,3,English,114,74,55,33,0.281890931, ,5339,12912,8.582793649,0.631944444,0.541262136
795,en,2013,4/7/13,38270513,1,0,3,Others,33,22,11,7,0.213077844, ,2473,2140,7.813187268,0.467672678,0
795,es,2013,4/7/13,8457638,0, ,3,Others,0,0,0,0, , ,0,0,0,0,0.35
798,en,2013,4/4/13,50908,1,0,2,US,790,376,287,141,0.156844923, ,4196,80526,8.34188697,0.631944444,0.541262136
798,ar,2013,4/4/13,907579,1,0,2,US,6,6,5,4,0.778552972, ,75,75,4.317488114,0.238636364,0.256410256
798,zh,2013,4/4/13,700149,1,0,2,US,24,19,10,7,0.272916667, ,2554,2641,7.845416037,0.607231699,0.560214791
798,es,2013,4/4/13,857215,1,0,2,US,20,11,13,8,0.543333333, ,1523,1351,7.328437353,0.238636364,0.256410256
799,en,2013,4/3/13,39008392,0,1,2,Spanish,135,79,48,36,0.164144532, ,8585,20373,9.057771773,0.467672678,0
799,es,2013,4/3/13,5748377,0,0,2,Spanish,215,147,80,36,0.171413577, ,10289,16969,9.238830642,0.541666667,0.166666667
800,en,2013,4/3/13,494664,1,0,2,English,88,65,40,26,0.279958678, ,10350,9872,9.244741799,0.607231699,0.560214791
800,zh,2013,4/3/13,794997,1,1,2,English,1,1,1,0,0, ,0,0,0,0.238636364,0.256410256
800,es,2013,4/3/13,1677827,1,0,2,English,14,14,8,7,0.443537415, ,823,823,6.712956201,0.357226792,0.316166761
802,en,2013,4/2/13,19299405,1,0,3,US,75,59,41,29,0.349836314, ,0,-2887,0,0.296875,0.515384615
802,ar,2013,4/2/13,1635114,0,0,3,US,15,15,5,4,0.242298851, ,1997,1997,7.599401333,0.357226792,0.316166761
802,zh,2013,4/2/13,3406663,0,2,3,US,29,28,9,8,0.170828379, ,1122,1075,7.022868086,0.433333333,0.266666667
802,es,2013,4/2/13,4039770,1,1,3,US,3,1,3,1,0.893333333, ,0,-4,0,0.433333333,0.166666667
803,en,2013,4/2/13,561843,1,0,6,Others,41,33,26,19,0.512195122, ,4936,4642,8.504310566,0.607231699,0.560214791
803,ar,2013,4/2/13,1823273,0, ,6,Others,0,0,0,0, , ,0,0,0,0,0.346153846
803,zh,2013,4/2/13,1704306,1,13,6,Others,1,1,1,0,0, ,0,0,0,0.357226792,0.316166761
803,es,2013,4/2/13,3048744,1, ,6,Others,0,0,0,0, , ,0,0,0,0.3,0.206060606
806,en,2013,5/31/13,39496493,0,0,6,US,94,84,37,29,0.221706655, ,4149,3497,8.33062262,0.467672678,0
806,ar,2013,5/31/13,1698910,0,16,6,US,31,31,3,2,0.073692177, ,3860,3860,8.258422462,0.357226792,0.316166761
806,zh,2013,5/31/13,3493091,0,6,6,US,11,10,5,4,0.318181818, ,4038,4031,8.303504799,0.433333333,0.388888889
806,es,2013,5/31/13,5834993,1,0,6,US,22,19,14,12,0.512880253, ,2752,2751,7.920083199,0.541666667,0.166666667
807,en,2013,5/30/13,23013592,1,2,5,Arabic,14,8,9,5,0.103108622, ,0,71480,0,0.467672678,0.515384615
807,zh,2013,5/30/13,3493683,0,8,5,Arabic,2,2,2,1,0.504807692, ,0,-19,0,0.433333333,0.388888889
807,es,2013,5/30/13,5023867,1, ,5,Arabic,0,0,0,0,0.19087703, ,0,0,0,0.541666667,0.166666667
808,en,2013,5/29/13,39522616,0,0,6,Others,73,60,34,24,0.297429161, ,6614,6244,8.796943894,0.467672678,0
808,zh,2013,5/29/13,3491742,0,7,6,Others,8,8,4,3,0.4875, ,2870,2870,7.962067309,0.433333333,0.388888889
808,es,2013,5/29/13,5856582,0,1,6,Others,5,5,2,1,0.202739726, ,5201,5201,8.556606194,0.541666667,0.166666667
809,en,2013,5/29/13,4361696,1,0,3,Others,36,29,11,7,0.210470085, ,4380,4995,8.384804003,0.433333333,0.166666667
809,zh,2013,5/29/13,3489038,0,5,3,Others,3,3,1,0,0, ,0,0,0,0.433333333,0.388888889
809,es,2013,5/29/13,7426319,0, ,3,Others,0,0,0,0, , ,0,0,0,0.574034767,0.35
810,en,2013,5/26/13,6722889,1,0,4,Others,27,14,22,12,0.730345508, ,2099,1493,7.64921632,0.541666667,0.35
810,ar,2013,5/26/13,2634557,0, ,4,Others,0,0,0,0, , ,0,0,0,0.3,0.346153846
810,zh,2013,5/26/13,4866282,0, ,4,Others,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
810,es,2013,5/26/13,921136,1,0,4,Others,13,9,8,4,0.499890423, ,863,993,6.760414691,0.238636364,0.256410256
811,en,2013,5/26/13,37176285,1,0,4,Others,67,47,29,18,0.297728616, ,5109,5123,8.538758969,0.467672678,0.768776371
811,ar,2013,5/26/13,2654067,0, ,4,Others,0,0,0,0, , ,0,0,0,0.3,0.346153846
811,es,2013,5/26/13,5724505,1,0,4,Others,64,58,12,9,0.081776178, ,0,-1496,0,0.541666667,0.166666667
812,en,2013,5/26/13,35828105,1,0,4,US,133,90,47,27,0.172122034, ,25136,31470,10.13205636,0.467672678,0.768776371
812,ar,2013,5/26/13,2980528,0, ,4,US,0,0,0,0, , ,0,0,0,0.3,0.206060606
812,es,2013,5/26/13,5895589,0, ,4,US,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
813,en,2013,5/26/13,37917993,1,0,4,Others,87,62,25,13,0.131341254, ,6469,5706,8.774776816,0.467672678,0.768776371
813,ar,2013,5/26/13,1562715,1,1,4,Others,21,21,2,1,0.048979592, ,20272,20272,9.916995903,0.482544237,0.461900816
813,zh,2013,5/26/13,3451081,1,0,4,Others,35,33,12,10,0.169667025, ,3304,3190,8.102889135,0.433333333,0.266666667
813,es,2013,5/26/13,5849160,0,0,4,Others,38,36,3,2,0.055704142, ,4238,4233,8.351846739,0.541666667,0.166666667
814,en,2013,5/26/13,39159786,1,0,4,Others,186,152,49,30,0.097303379, ,8827,7336,9.085570485,0.467672678,0
814,ar,2013,5/26/13,1835108,0, ,4,Others,0,0,0,0, , ,0,0,0,0,0.346153846
814,zh,2013,5/26/13,3477174,0,0,4,Others,41,40,4,3,0.06746976, ,6487,6045,8.777555453,0.433333333,0.388888889
814,es,2013,5/26/13,5849823,0,1,4,Others,12,11,3,2,0.181003584, ,140,448,4.941642423,0.541666667,0.166666667
815,en,2013,5/26/13,38153756,1,0,4,Others,152,96,75,43,0.303202909, ,9621,9979,9.171703488,0.467672678,0
815,ar,2013,5/26/13,2958357,0, ,4,Others,0,0,0,0, , ,0,0,0,0.3,0.206060606
815,zh,2013,5/26/13,3473339,0,0,4,Others,13,12,4,3,0.225736244, ,13720,13720,9.526609901,0.433333333,0.388888889
815,es,2013,5/26/13,5508472,1,0,4,Others,87,68,16,9,0.081724451, ,11931,11561,9.386895334,0.541666667,0.166666667
817,en,2013,5/25/13,28798029,1,0,6,Others,130,116,45,33,0.181923077, ,14408,13121,9.575538887,0.467672678,0.515384615
817,ar,2013,5/25/13,1075096,1,0,6,Others,10,10,4,3,0.343125, ,5560,5560,8.623353387,0.158730159,0.158730159
817,zh,2013,5/25/13,3420606,1,0,6,Others,32,31,6,5,0.135052322, ,3750,3022,8.229511119,0.433333333,0.266666667
817,es,2013,5/25/13,4696534,1,0,6,Others,109,13,25,5,0.096190427, ,2154,2530,7.675081858,0.541666667,0.166666667
820,en,2013,5/22/13,4301322,1,0,4,US,61,56,27,22,0.234090298, ,4314,2960,8.369620827,0.433333333,0.166666667
820,ar,2013,5/22/13,3674092,0, ,4,US,0,0,0,0, , ,0,0,0,0.433333333,0.166666667
820,zh,2013,5/22/13,3481697,0,6,4,US,4,4,3,2,0.629098361, ,2215,2215,7.703007682,0.433333333,0.388888889
820,es,2013,5/22/13,4676376,1, ,4,US,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
821,en,2013,5/22/13,1526491,1,0,4,English,20,17,10,7,0.336666667, ,457,455,6.124683391,0.482544237,0.461900816
821,ar,2013,5/22/13,3674090,0, ,4,English,0,0,0,0, , ,0,0,0,0.433333333,0.166666667
821,zh,2013,5/22/13,3483153,0,7,4,English,3,3,2,1,0.375, ,2607,2607,7.865955414,0.433333333,0.388888889
821,es,2013,5/22/13,6893423,0, ,4,English,0,0,0,0, , ,0,0,0,0.574034767,0.35
823,en,2013,5/20/13,35368125,1,0,4,Others,59,42,32,22,0.345567904, ,8664,12911,9.066931789,0.467672678,0.768776371
823,zh,2013,5/20/13,3461994,0,0,4,Others,8,8,5,4,0.533368644, ,290,290,5.669880923,0.433333333,0.388888889
824,en,2013,5/20/13,382199,1,0,6,US,217,148,105,60,0.278495685, ,3761,4537,8.232440158,0.607231699,0.560214791
824,es,2013,5/20/13,268808,1,0,6,US,64,39,33,18,0.335032942, ,1329,14000,7.192182059,0.10598161,0.129888028
825,en,2013,5/20/13,39440141,0,0,6,US,980,853,217,130,0.068320839, ,36821,25710,10.51382361,0.467672678,0
825,ar,2013,5/20/13,1682144,0,2,6,US,12,12,5,4,0.304824561, ,2558,2558,7.846980982,0.357226792,0.316166761
825,zh,2013,5/20/13,3472545,0,2,6,US,19,19,3,2,0.125416516, ,0,-313,0,0.433333333,0.388888889
825,es,2013,5/20/13,5839449,0,1,6,US,69,42,31,18,0.283148584, ,735,-4070,6.599870499,0.541666667,0.166666667
828,en,2013,5/18/13,36118993,1,0,4,English,40,23,11,8,0.160080128, ,848,842,6.742880636,0.467672678,0.768776371
828,es,2013,5/18/13,5586452,1,2,4,English,6,5,2,1,0.170833333, ,368,368,5.908082938,0.541666667,0.166666667
830,en,2013,5/18/13,11973479,1,0,5,US,312,292,41,28,0.031126726, ,28228,26288,10.24806967,0.296875,0.515384615
